latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.04216,-118.50583,304.72,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,282.86,2.79,N,0
34.04152,-118.50066,298.61,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.98,1.54,N,0
34.0569,-118.65708,332.44,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,286.61,29.46,N,0
34.05627,-118.65186,367,0.49,0.4,2025-01-08,0926,N,VIIRS,h,2,297.82,29.46,N,0
34.05562,-118.64659,367,0.49,0.4,2025-01-08,0926,N,VIIRS,h,2,297.65,39.4,N,0
34.05502,-118.64162,355.49,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,299.61,39.4,N,0
34.05441,-118.6366,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,300.64,12.29,N,0
34.05371,-118.63087,344.51,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,291.92,12.29,N,0
34.05303,-118.62529,325.69,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,288.69,2.63,N,0
34.04681,-118.57435,352.35,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,300.34,42.03,N,0
34.04616,-118.56909,339.09,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,298.07,42.03,N,0
34.04551,-118.56385,349.99,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,290.08,21.94,N,0
34.04488,-118.55865,343.96,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.3,21.94,N,0
34.04424,-118.55349,341.99,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,289.11,23.92,N,0
34.04361,-118.54825,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,294.72,23.92,N,0
34.04296,-118.54305,335.39,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,306.03,46.01,N,0
34.04232,-118.53783,353.63,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,305.03,46.01,N,0
34.04169,-118.53265,335.89,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,325.49,130.19,N,0
34.04104,-118.52736,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,334.26,130.19,N,0
34.0404,-118.52213,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,347.8,76.72,N,0
34.03976,-118.51694,336.82,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,291.17,76.72,N,0
34.05237,-118.61987,319.32,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.36,2.63,N,0
34.05173,-118.61464,302.54,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.67,2.34,N,0
34.04803,-118.58442,305.65,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,286.33,7.59,N,0
34.04742,-118.57944,314.28,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.41,7.59,N,0
34.03913,-118.5118,315.9,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.56,1.31,N,0
34.03848,-118.50654,302.95,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.64,1.31,N,0
34.05323,-118.65807,337.7,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,293.14,29.46,N,0
34.0526,-118.65285,342.9,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,308.3,29.46,N,0
34.05196,-118.6476,349.11,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,303.14,39.4,N,0
34.05134,-118.64249,343.39,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,304.6,39.4,N,0
34.05073,-118.63746,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,297.88,12.29,N,0
34.05004,-118.63181,330.16,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,289.07,12.29,N,0
34.04377,-118.58036,335.9,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,291.09,7.59,N,0
34.04313,-118.57514,326.5,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,316.27,42.03,N,0
34.04248,-118.5699,341.48,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,292.29,42.03,N,0
34.04185,-118.5647,351.21,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,302.99,21.94,N,0
34.04121,-118.5595,353.26,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,292.64,21.94,N,0
34.04058,-118.55431,352.74,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,290.85,23.92,N,0
34.0393,-118.54389,348.01,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,292.25,46.01,N,0
34.03867,-118.53867,355.27,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,295.04,46.01,N,0
34.03801,-118.53332,343.93,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,313.7,130.19,N,0
34.03736,-118.52803,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,348.65,130.19,N,0
34.03672,-118.52285,330.45,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,303.49,76.72,N,0
34.03609,-118.51768,328.51,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.06,76.72,N,0
34.05386,-118.66319,300.97,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,284.33,1.42,N,0
34.04937,-118.62626,315.45,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,286.35,2.63,N,0
34.04871,-118.6209,319.85,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.06,2.63,N,0
34.04808,-118.61572,307.43,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.82,2.34,N,0
34.04437,-118.58535,302.39,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.19,7.59,N,0
34.03545,-118.51253,307.78,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.19,1.31,N,0
34.03481,-118.50726,300.11,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.27,1.31,N,0
34.04958,-118.65911,340.18,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,286.57,59.28,N,0
34.04895,-118.65399,356.06,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,294.92,59.28,N,0
34.04829,-118.64855,356.64,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,296.25,32.32,N,0
34.04767,-118.6434,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,297.48,32.32,N,0
34.04705,-118.63835,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,297.6,21.65,N,0
34.04638,-118.63282,340.94,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,290.84,21.65,N,0
34.04571,-118.62726,333.21,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,286.9,21.25,N,0
34.04506,-118.62197,352.27,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,302.6,21.25,N,0
34.04443,-118.61678,328.56,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.18,18.11,N,0
34.04134,-118.59144,348.71,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,291.06,4.9,N,0
34.04072,-118.58632,343.96,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,289.64,28.33,N,0
34.03946,-118.57599,347.77,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,287.13,5.93,N,3
34.03754,-118.56033,321.19,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.4,2.42,N,0
34.03499,-118.53945,320.37,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.37,1.36,N,3
34.03369,-118.52883,352.05,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,298.35,45.27,N,0
34.03305,-118.52362,344.33,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,289.3,2.82,N,0
34.05019,-118.66421,306.88,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,284.74,9.6,N,0
34.04381,-118.61164,306.88,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.72,18.11,N,0
34.04196,-118.59653,314.3,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,286.85,4.9,N,0
34.03882,-118.57079,306.65,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.45,5.93,N,3
34.03818,-118.56557,307.63,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.27,2.42,N,3
34.03691,-118.55511,318.27,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.33,1.16,N,3
34.03627,-118.5499,312.32,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.14,1.16,N,3
34.03563,-118.54468,311.75,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.2,1.36,N,3
34.03242,-118.51849,309.69,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.88,2.82,N,0
34.03178,-118.51325,301.36,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.85,1.9,N,0
34.04654,-118.66531,332.28,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,285.46,9.6,N,0
34.04589,-118.66,367,0.49,0.4,2025-01-08,0926,N,VIIRS,h,2,339.71,59.28,N,0
34.04528,-118.65491,356.76,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,298.15,59.28,N,0
34.04464,-118.64958,358.04,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,299.16,32.32,N,0
34.04398,-118.64421,351.34,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,304.41,32.32,N,0
34.04336,-118.6391,352.01,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,302.8,21.65,N,0
34.04271,-118.63368,352.47,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,291.51,21.65,N,0
34.04207,-118.62847,339.19,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,288.72,21.25,N,0
34.04144,-118.62321,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,292.32,21.25,N,0
34.0408,-118.61803,357.24,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,303.63,18.11,N,0
34.04018,-118.61286,350.7,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,296.36,18.11,N,0
34.03955,-118.60778,325.71,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,286.69,3.39,N,3
34.03893,-118.60265,321.46,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.03,3.39,N,3
34.03768,-118.59234,335.19,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.81,4.9,N,3
34.02939,-118.52447,321.43,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,285.16,2.82,N,0
34.04716,-118.67046,297.09,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.66,9.6,N,0
34.03831,-118.59752,319.95,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.95,4.9,N,3
34.03323,-118.55583,300.52,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.03,1.16,N,3
34.03259,-118.55061,301.33,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.33,1.16,N,3
34.03195,-118.54539,302.63,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.68,1.36,N,3
34.03131,-118.54018,304.96,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.44,1.36,N,3
34.02876,-118.51922,300.53,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.71,2.82,N,0
34.04286,-118.66621,332.71,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,285.16,4,N,0
34.04223,-118.66104,341.19,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,312.02,56.9,N,0
34.04161,-118.65589,333.46,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,311.54,56.9,N,0
34.04097,-118.65062,356.02,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,298.55,89.33,N,0
34.04033,-118.64528,348.69,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,304.6,89.33,N,0
34.0397,-118.6401,338.94,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,307.66,70.27,N,0
34.03906,-118.6348,336.43,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,293.09,70.27,N,0
34.03841,-118.62949,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,295.79,8.75,N,0
34.0378,-118.62444,345.49,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,288.76,8.75,N,0
34.03717,-118.6192,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,289.67,10.74,N,3
34.03652,-118.6139,367,0.48,0.4,2025-01-08,0926,N,VIIRS,h,2,294.14,10.74,N,3
34.03589,-118.60872,344.66,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,288.03,9.35,N,3
34.04348,-118.67131,298.72,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,284.63,4,N,0
34.03919,-118.66718,329.44,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.79,4,N,3
34.03856,-118.66197,356.01,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,285.84,56.9,N,0
34.03793,-118.65681,367,0.49,0.4,2025-01-08,0926,N,VIIRS,h,2,291.63,56.9,N,0
34.03474,-118.63044,324.66,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.93,8.75,N,3
34.03982,-118.67241,298.21,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,284.5,4,N,0
34.03411,-118.62518,306.54,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.48,8.75,N,3
34.03346,-118.61986,304.14,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.14,10.74,N,3
34.03285,-118.61476,301.86,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.06,10.74,N,3
34.03424,-118.65755,320.75,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.87,1.47,N,3
34.03551,-118.66811,303.87,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.37,2.02,N,3
34.03488,-118.66283,316.36,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.49,1.47,N,3
34.0336,-118.65227,319.16,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,284.77,1.41,N,3
34.03296,-118.64701,314.1,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,284.37,1.41,N,3
34.03233,-118.64175,311.84,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.88,1.02,N,3
34.0317,-118.63651,306.24,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.53,1.02,N,3
34.03117,-118.66353,299.26,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.57,1.47,N,3
34.03054,-118.65826,301.37,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,283.9,1.47,N,3
34.0299,-118.65297,301.57,0.49,0.4,2025-01-08,0926,N,VIIRS,n,2,284.25,1.41,N,3
34.02927,-118.6477,300.62,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.85,1.41,N,3
34.02863,-118.64242,300.37,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.57,1.02,N,3
34.028,-118.63716,297.52,0.48,0.4,2025-01-08,0926,N,VIIRS,n,2,283.22,1.02,N,3
33.79611,-117.47627,301.21,0.43,0.38,2025-01-08,0926,N,VIIRS,n,2,280.6,0.36,N,2
33.7926,-117.47701,299.32,0.43,0.38,2025-01-08,0926,N,VIIRS,n,2,280.4,0.47,N,2
33.85366,-118.33129,302.06,0.47,0.4,2025-01-08,0926,N,VIIRS,n,2,288.89,0.83,N,2
33.85433,-118.33374,302.22,0.47,0.4,2025-01-08,0926,N,VIIRS,n,2,289.24,1.38,N,2
33.82032,-118.24179,299.24,0.46,0.39,2025-01-08,0926,N,VIIRS,n,2,287.33,0.68,N,2
33.81605,-118.23743,297.74,0.46,0.39,2025-01-08,0926,N,VIIRS,n,2,285.67,0.68,N,2
33.71505,-117.70864,298.74,0.44,0.39,2025-01-08,0926,N,VIIRS,n,2,283.63,0.44,N,2
33.61511,-117.82249,307.29,0.45,0.39,2025-01-08,0926,N,VIIRS,n,2,283.2,0.58,N,2
33.61156,-117.82314,295.42,0.45,0.39,2025-01-08,0926,N,VIIRS,n,2,282.87,0.58,N,2
33.49154,-117.61887,306.12,0.44,0.38,2025-01-08,0926,N,VIIRS,n,2,282.12,0.86,N,2
32.85863,-117.02671,306.42,0.41,0.37,2025-01-08,0926,N,VIIRS,n,2,280.21,0.49,N,2
32.85729,-117.14567,301.96,0.42,0.37,2025-01-08,0926,N,VIIRS,n,2,277.96,0.3,N,2
32.43742,-117.07794,297.87,0.41,0.37,2025-01-08,0926,N,VIIRS,n,2,280.45,0.51,N,0
32.3733,-117.0663,307.27,0.41,0.37,2025-01-08,0926,N,VIIRS,n,2,281.54,0.49,N,2
32.00273,-116.85965,344.58,0.4,0.37,2025-01-08,2044,N,VIIRS,n,2,301.06,4.57,D,0
32.49386,-116.83377,335.22,0.39,0.36,2025-01-08,2044,N,VIIRS,n,2,300.28,2.93,D,0
32.4972,-116.83446,334.09,0.39,0.36,2025-01-08,2044,N,VIIRS,n,2,308.48,42.71,D,0
32.51215,-116.9332,331.53,0.39,0.37,2025-01-08,2044,N,VIIRS,n,2,294.25,2.11,D,0
34.01961,-117.37473,334.35,0.39,0.37,2025-01-08,2045,N,VIIRS,n,2,292.69,6.88,D,0
34.03274,-118.52003,333.94,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,293.06,2.46,D,0
34.03695,-118.51631,342.1,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.05,21.43,D,0
34.03617,-118.52081,330.78,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,294.1,9.78,D,0
34.03539,-118.52527,347.65,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,300.57,9.78,D,0
34.03959,-118.5216,353.07,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,304.23,9.78,D,0
34.03881,-118.52608,346.3,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,298.6,9.78,D,0
34.03802,-118.53062,345.87,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,300.09,7.37,D,0
34.04222,-118.52691,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,305.23,23.53,D,0
34.0438,-118.51792,354.08,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,303.72,15.58,D,0
34.04301,-118.5224,349.02,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,300.5,23.53,D,0
34.04144,-118.53142,343.35,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.94,46.92,D,0
34.04065,-118.53595,347.06,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,305.27,46.92,D,0
34.03985,-118.5405,352.71,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.74,66.17,D,0
34.03907,-118.545,338.49,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,294.1,66.17,D,0
34.04406,-118.53679,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,345.9,46.92,D,0
34.04877,-118.5098,342.34,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,293.5,4.65,D,0
34.04799,-118.51429,340.71,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,296.33,15.58,D,0
34.04721,-118.51877,354.38,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,312.93,15.58,D,0
34.04643,-118.52323,350.8,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,307.07,23.53,D,0
34.04564,-118.52776,342.83,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,310.78,23.53,D,0
34.04486,-118.53225,341.86,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,295.01,46.92,D,0
34.04091,-118.55485,354.96,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.78,48.46,D,0
34.0417,-118.55034,367,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,331.03,48.46,D,0
34.04749,-118.53755,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,333.86,74.91,D,0
34.05297,-118.50609,337.97,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,294.41,8.19,D,0
34.05064,-118.51953,354.36,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,303.72,13.39,D,0
34.04985,-118.524,356.14,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,304.34,5.9,D,0
34.04907,-118.52853,342.09,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,295.55,5.9,D,0
34.04671,-118.54202,348.69,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,312.97,67.55,D,0
34.04514,-118.55106,344.07,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.17,37.54,D,0
34.03883,-118.58715,333.61,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,291.16,2.62,D,0
34.04593,-118.54655,321.62,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,321.93,67.55,D,0
34.05328,-118.5248,342.59,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.38,5.9,D,0
34.05092,-118.53835,347.63,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,303.43,74.91,D,0
34.04936,-118.54732,353.86,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,300.85,67.55,D,0
34.05358,-118.54355,348.11,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.71,49.84,D,0
34.04102,-118.61552,335.93,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.71,5.12,D,0
34.03698,-118.63854,342.72,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,296.23,4.66,D,3
34.06479,-118.49955,333.13,0.42,0.37,2025-01-08,2045,N,VIIRS,n,2,297.92,15.15,D,0
34.04043,-118.63929,336.86,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,298,4.66,D,0
34.03965,-118.64378,355.97,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,303.12,10.55,D,0
34.03803,-118.65298,346.59,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,293.86,2.32,D,0
34.06744,-118.50479,338.35,0.42,0.37,2025-01-08,2045,N,VIIRS,n,2,295.59,6.64,D,0
34.04309,-118.64451,335.1,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,296.18,3.49,D,0
34.06653,-118.55102,343.03,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.6,39.39,D,0
34.07614,-118.51614,339.57,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.81,41.56,D,0
34.06996,-118.55177,347.46,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,313.81,39.39,D,0
34.06835,-118.56104,350.87,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,303.3,40.05,D,0
34.06759,-118.56539,351.3,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,309.34,9.84,D,0
34.07692,-118.5117,367,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,330.14,41.56,D,0
34.08033,-118.51248,346.57,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.04,63.75,D,0
34.0788,-118.52136,353.29,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,299.73,84.45,D,0
34.07806,-118.52561,351.37,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,316.91,84.45,D,0
34.0742,-118.54787,350.69,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,296.43,14.75,D,0
34.07339,-118.55254,350.76,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.84,14.75,D,0
34.07177,-118.56189,352.75,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.14,39.37,D,0
34.071,-118.56632,350.82,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.09,35.24,D,0
34.07956,-118.51697,367,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,330.29,63.75,D,0
34.08146,-118.5265,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,353.31,84.45,D,0
34.07365,-118.57158,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,331.07,35.24,D,0
34.08072,-118.53079,352.83,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,304.42,22.5,D,0
34.07763,-118.54863,344.12,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,299.94,14.75,D,0
34.07682,-118.5533,347.28,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,298.96,14.75,D,0
34.076,-118.55803,349.29,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,309.46,39.37,D,0
34.07518,-118.56273,341.19,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,291.09,39.37,D,0
34.07441,-118.56719,354.09,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.62,35.24,D,0
34.06977,-118.59389,344.73,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,307.77,8.62,D,0
34.06903,-118.59814,354.52,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.19,8.62,D,0
34.05957,-118.65249,344.68,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,297.91,9.78,D,0
34.07632,-118.57674,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,347.41,67.63,D,0
34.07472,-118.58594,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,318.9,37.87,D,0
34.07394,-118.59045,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,314.22,37.87,D,0
34.07942,-118.55885,350.37,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,300.46,44.31,D,0
34.07861,-118.56353,338.74,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,298.07,44.31,D,0
34.07554,-118.58122,354.42,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,306.99,67.63,D,0
34.07017,-118.6121,338.42,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,292.41,20.73,D,0
34.0646,-118.64409,337.48,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,296.85,4.78,D,0
34.06382,-118.64857,340.21,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,298.05,4.35,D,0
34.08487,-118.5274,367,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,334.04,207.27,D,0
34.08411,-118.53173,367,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,325.77,184.8,D,0
34.07706,-118.57244,367,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,333.46,146.31,D,0
34.07318,-118.59477,352.7,0.42,0.38,2025-01-08,2045,N,VIIRS,l,2,332.08,60.01,D,0
34.08203,-118.56434,367,0.42,0.38,2025-01-08,2045,N,VIIRS,h,2,349.26,44.31,D,0
34.17354,-118.02929,350.68,0.41,0.37,2025-01-08,2045,N,VIIRS,n,2,309.53,4.14,D,0
34.17281,-118.03356,331.52,0.41,0.37,2025-01-08,2045,N,VIIRS,l,2,306.21,4.14,D,0
34.17206,-118.03802,344.75,0.41,0.37,2025-01-08,2045,N,VIIRS,n,2,302.5,3.53,D,0
34.08678,-118.53692,354.01,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,316.51,184.8,D,0
34.08602,-118.54128,347.31,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.78,12.82,D,0
34.08447,-118.55024,342.55,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,299.25,8.42,D,0
34.08367,-118.55487,356.49,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,296.8,8.42,D,0
34.08284,-118.55964,350.21,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,310.51,44.31,D,0
34.07973,-118.57761,354.49,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,302.96,67.63,D,0
34.07283,-118.61732,352.39,0.42,0.38,2025-01-08,2045,N,VIIRS,n,2,309.1,20.73,D,0
